id,articleType,filepath
39946,Casual Shoes,data/subset_train\Casual_Shoes\39946.jpg
17033,Casual Shoes,data/subset_train\Casual_Shoes\17033.jpg
12518,Casual Shoes,data/subset_train\Casual_Shoes\12518.jpg
38524,Casual Shoes,data/subset_train\Casual_Shoes\38524.jpg
32952,Casual Shoes,data/subset_train\Casual_Shoes\32952.jpg
31942,Casual Shoes,data/subset_train\Casual_Shoes\31942.jpg
15502,Casual Shoes,data/subset_train\Casual_Shoes\15502.jpg
9387,Casual Shoes,data/subset_train\Casual_Shoes\9387.jpg
35670,Casual Shoes,data/subset_train\Casual_Shoes\35670.jpg
13080,Casual Shoes,data/subset_train\Casual_Shoes\13080.jpg
5320,Casual Shoes,data/subset_train\Casual_Shoes\5320.jpg
50279,Casual Shoes,data/subset_train\Casual_Shoes\50279.jpg
13360,Casual Shoes,data/subset_train\Casual_Shoes\13360.jpg
39970,Casual Shoes,data/subset_train\Casual_Shoes\39970.jpg
12870,Casual Shoes,data/subset_train\Casual_Shoes\12870.jpg
49375,Casual Shoes,data/subset_train\Casual_Shoes\49375.jpg
26561,Casual Shoes,data/subset_train\Casual_Shoes\26561.jpg
15513,Casual Shoes,data/subset_train\Casual_Shoes\15513.jpg
18474,Casual Shoes,data/subset_train\Casual_Shoes\18474.jpg
56660,Casual Shoes,data/subset_train\Casual_Shoes\56660.jpg
22237,Casual Shoes,data/subset_train\Casual_Shoes\22237.jpg
39664,Casual Shoes,data/subset_train\Casual_Shoes\39664.jpg
33689,Casual Shoes,data/subset_train\Casual_Shoes\33689.jpg
23935,Casual Shoes,data/subset_train\Casual_Shoes\23935.jpg
35848,Casual Shoes,data/subset_train\Casual_Shoes\35848.jpg
23855,Casual Shoes,data/subset_train\Casual_Shoes\23855.jpg
4134,Casual Shoes,data/subset_train\Casual_Shoes\4134.jpg
34862,Casual Shoes,data/subset_train\Casual_Shoes\34862.jpg
43236,Casual Shoes,data/subset_train\Casual_Shoes\43236.jpg
11951,Casual Shoes,data/subset_train\Casual_Shoes\11951.jpg
17768,Casual Shoes,data/subset_train\Casual_Shoes\17768.jpg
35531,Casual Shoes,data/subset_train\Casual_Shoes\35531.jpg
26629,Casual Shoes,data/subset_train\Casual_Shoes\26629.jpg
11819,Casual Shoes,data/subset_train\Casual_Shoes\11819.jpg
17704,Casual Shoes,data/subset_train\Casual_Shoes\17704.jpg
2540,Casual Shoes,data/subset_train\Casual_Shoes\2540.jpg
6431,Casual Shoes,data/subset_train\Casual_Shoes\6431.jpg
7040,Casual Shoes,data/subset_train\Casual_Shoes\7040.jpg
6497,Casual Shoes,data/subset_train\Casual_Shoes\6497.jpg
34751,Casual Shoes,data/subset_train\Casual_Shoes\34751.jpg
3695,Casual Shoes,data/subset_train\Casual_Shoes\3695.jpg
20700,Casual Shoes,data/subset_train\Casual_Shoes\20700.jpg
49497,Casual Shoes,data/subset_train\Casual_Shoes\49497.jpg
34088,Casual Shoes,data/subset_train\Casual_Shoes\34088.jpg
18478,Casual Shoes,data/subset_train\Casual_Shoes\18478.jpg
59944,Casual Shoes,data/subset_train\Casual_Shoes\59944.jpg
39625,Casual Shoes,data/subset_train\Casual_Shoes\39625.jpg
2388,Casual Shoes,data/subset_train\Casual_Shoes\2388.jpg
22251,Casual Shoes,data/subset_train\Casual_Shoes\22251.jpg
46884,Casual Shoes,data/subset_train\Casual_Shoes\46884.jpg
38544,Casual Shoes,data/subset_train\Casual_Shoes\38544.jpg
4853,Casual Shoes,data/subset_train\Casual_Shoes\4853.jpg
26563,Casual Shoes,data/subset_train\Casual_Shoes\26563.jpg
26659,Casual Shoes,data/subset_train\Casual_Shoes\26659.jpg
3564,Casual Shoes,data/subset_train\Casual_Shoes\3564.jpg
6413,Casual Shoes,data/subset_train\Casual_Shoes\6413.jpg
24259,Casual Shoes,data/subset_train\Casual_Shoes\24259.jpg
3588,Casual Shoes,data/subset_train\Casual_Shoes\3588.jpg
7041,Casual Shoes,data/subset_train\Casual_Shoes\7041.jpg
44746,Casual Shoes,data/subset_train\Casual_Shoes\44746.jpg
29573,Casual Shoes,data/subset_train\Casual_Shoes\29573.jpg
26559,Casual Shoes,data/subset_train\Casual_Shoes\26559.jpg
43380,Casual Shoes,data/subset_train\Casual_Shoes\43380.jpg
7267,Casual Shoes,data/subset_train\Casual_Shoes\7267.jpg
14283,Casual Shoes,data/subset_train\Casual_Shoes\14283.jpg
13484,Casual Shoes,data/subset_train\Casual_Shoes\13484.jpg
22840,Casual Shoes,data/subset_train\Casual_Shoes\22840.jpg
2822,Casual Shoes,data/subset_train\Casual_Shoes\2822.jpg
39274,Casual Shoes,data/subset_train\Casual_Shoes\39274.jpg
6410,Casual Shoes,data/subset_train\Casual_Shoes\6410.jpg
6448,Casual Shoes,data/subset_train\Casual_Shoes\6448.jpg
57521,Casual Shoes,data/subset_train\Casual_Shoes\57521.jpg
56722,Casual Shoes,data/subset_train\Casual_Shoes\56722.jpg
49381,Casual Shoes,data/subset_train\Casual_Shoes\49381.jpg
13903,Casual Shoes,data/subset_train\Casual_Shoes\13903.jpg
17659,Casual Shoes,data/subset_train\Casual_Shoes\17659.jpg
20876,Casual Shoes,data/subset_train\Casual_Shoes\20876.jpg
4183,Casual Shoes,data/subset_train\Casual_Shoes\4183.jpg
17963,Casual Shoes,data/subset_train\Casual_Shoes\17963.jpg
23913,Casual Shoes,data/subset_train\Casual_Shoes\23913.jpg
24188,Casual Shoes,data/subset_train\Casual_Shoes\24188.jpg
12519,Casual Shoes,data/subset_train\Casual_Shoes\12519.jpg
6804,Casual Shoes,data/subset_train\Casual_Shoes\6804.jpg
21744,Casual Shoes,data/subset_train\Casual_Shoes\21744.jpg
12507,Casual Shoes,data/subset_train\Casual_Shoes\12507.jpg
38770,Casual Shoes,data/subset_train\Casual_Shoes\38770.jpg
22828,Casual Shoes,data/subset_train\Casual_Shoes\22828.jpg
22846,Casual Shoes,data/subset_train\Casual_Shoes\22846.jpg
22160,Casual Shoes,data/subset_train\Casual_Shoes\22160.jpg
4455,Casual Shoes,data/subset_train\Casual_Shoes\4455.jpg
5699,Casual Shoes,data/subset_train\Casual_Shoes\5699.jpg
17757,Casual Shoes,data/subset_train\Casual_Shoes\17757.jpg
16157,Casual Shoes,data/subset_train\Casual_Shoes\16157.jpg
11842,Casual Shoes,data/subset_train\Casual_Shoes\11842.jpg
17766,Casual Shoes,data/subset_train\Casual_Shoes\17766.jpg
3790,Casual Shoes,data/subset_train\Casual_Shoes\3790.jpg
25420,Casual Shoes,data/subset_train\Casual_Shoes\25420.jpg
22826,Casual Shoes,data/subset_train\Casual_Shoes\22826.jpg
15508,Casual Shoes,data/subset_train\Casual_Shoes\15508.jpg
44494,Casual Shoes,data/subset_train\Casual_Shoes\44494.jpg
44739,Casual Shoes,data/subset_train\Casual_Shoes\44739.jpg
18405,Casual Shoes,data/subset_train\Casual_Shoes\18405.jpg
28657,Casual Shoes,data/subset_train\Casual_Shoes\28657.jpg
6368,Casual Shoes,data/subset_train\Casual_Shoes\6368.jpg
30237,Casual Shoes,data/subset_train\Casual_Shoes\30237.jpg
6799,Casual Shoes,data/subset_train\Casual_Shoes\6799.jpg
45866,Casual Shoes,data/subset_train\Casual_Shoes\45866.jpg
47643,Casual Shoes,data/subset_train\Casual_Shoes\47643.jpg
46102,Casual Shoes,data/subset_train\Casual_Shoes\46102.jpg
4282,Casual Shoes,data/subset_train\Casual_Shoes\4282.jpg
50751,Casual Shoes,data/subset_train\Casual_Shoes\50751.jpg
11816,Casual Shoes,data/subset_train\Casual_Shoes\11816.jpg
17747,Casual Shoes,data/subset_train\Casual_Shoes\17747.jpg
10154,Casual Shoes,data/subset_train\Casual_Shoes\10154.jpg
57529,Casual Shoes,data/subset_train\Casual_Shoes\57529.jpg
25452,Casual Shoes,data/subset_train\Casual_Shoes\25452.jpg
17697,Casual Shoes,data/subset_train\Casual_Shoes\17697.jpg
12510,Casual Shoes,data/subset_train\Casual_Shoes\12510.jpg
13988,Casual Shoes,data/subset_train\Casual_Shoes\13988.jpg
34632,Sports Shoes,data/subset_train\Sports_Shoes\34632.jpg
9136,Sports Shoes,data/subset_train\Sports_Shoes\9136.jpg
13680,Sports Shoes,data/subset_train\Sports_Shoes\13680.jpg
24413,Sports Shoes,data/subset_train\Sports_Shoes\24413.jpg
4490,Sports Shoes,data/subset_train\Sports_Shoes\4490.jpg
5571,Sports Shoes,data/subset_train\Sports_Shoes\5571.jpg
41435,Sports Shoes,data/subset_train\Sports_Shoes\41435.jpg
6644,Sports Shoes,data/subset_train\Sports_Shoes\6644.jpg
28637,Sports Shoes,data/subset_train\Sports_Shoes\28637.jpg
9121,Sports Shoes,data/subset_train\Sports_Shoes\9121.jpg
13168,Sports Shoes,data/subset_train\Sports_Shoes\13168.jpg
5754,Sports Shoes,data/subset_train\Sports_Shoes\5754.jpg
44234,Sports Shoes,data/subset_train\Sports_Shoes\44234.jpg
10533,Sports Shoes,data/subset_train\Sports_Shoes\10533.jpg
5537,Sports Shoes,data/subset_train\Sports_Shoes\5537.jpg
34848,Sports Shoes,data/subset_train\Sports_Shoes\34848.jpg
5349,Sports Shoes,data/subset_train\Sports_Shoes\5349.jpg
5401,Sports Shoes,data/subset_train\Sports_Shoes\5401.jpg
6389,Sports Shoes,data/subset_train\Sports_Shoes\6389.jpg
13648,Sports Shoes,data/subset_train\Sports_Shoes\13648.jpg
5735,Sports Shoes,data/subset_train\Sports_Shoes\5735.jpg
28661,Sports Shoes,data/subset_train\Sports_Shoes\28661.jpg
5406,Sports Shoes,data/subset_train\Sports_Shoes\5406.jpg
25412,Sports Shoes,data/subset_train\Sports_Shoes\25412.jpg
3161,Sports Shoes,data/subset_train\Sports_Shoes\3161.jpg
5353,Sports Shoes,data/subset_train\Sports_Shoes\5353.jpg
1785,Sports Shoes,data/subset_train\Sports_Shoes\1785.jpg
28656,Sports Shoes,data/subset_train\Sports_Shoes\28656.jpg
5384,Sports Shoes,data/subset_train\Sports_Shoes\5384.jpg
1541,Sports Shoes,data/subset_train\Sports_Shoes\1541.jpg
42091,Sports Shoes,data/subset_train\Sports_Shoes\42091.jpg
41840,Sports Shoes,data/subset_train\Sports_Shoes\41840.jpg
4576,Sports Shoes,data/subset_train\Sports_Shoes\4576.jpg
3301,Sports Shoes,data/subset_train\Sports_Shoes\3301.jpg
8346,Sports Shoes,data/subset_train\Sports_Shoes\8346.jpg
7600,Sports Shoes,data/subset_train\Sports_Shoes\7600.jpg
18593,Sports Shoes,data/subset_train\Sports_Shoes\18593.jpg
5583,Sports Shoes,data/subset_train\Sports_Shoes\5583.jpg
4153,Sports Shoes,data/subset_train\Sports_Shoes\4153.jpg
41827,Sports Shoes,data/subset_train\Sports_Shoes\41827.jpg
18412,Sports Shoes,data/subset_train\Sports_Shoes\18412.jpg
54540,Sports Shoes,data/subset_train\Sports_Shoes\54540.jpg
4523,Sports Shoes,data/subset_train\Sports_Shoes\4523.jpg
24412,Sports Shoes,data/subset_train\Sports_Shoes\24412.jpg
5239,Sports Shoes,data/subset_train\Sports_Shoes\5239.jpg
15714,Sports Shoes,data/subset_train\Sports_Shoes\15714.jpg
9109,Sports Shoes,data/subset_train\Sports_Shoes\9109.jpg
6631,Sports Shoes,data/subset_train\Sports_Shoes\6631.jpg
53438,Sports Shoes,data/subset_train\Sports_Shoes\53438.jpg
15740,Sports Shoes,data/subset_train\Sports_Shoes\15740.jpg
25411,Sports Shoes,data/subset_train\Sports_Shoes\25411.jpg
46215,Sports Shoes,data/subset_train\Sports_Shoes\46215.jpg
44762,Sports Shoes,data/subset_train\Sports_Shoes\44762.jpg
5476,Sports Shoes,data/subset_train\Sports_Shoes\5476.jpg
8082,Sports Shoes,data/subset_train\Sports_Shoes\8082.jpg
5390,Sports Shoes,data/subset_train\Sports_Shoes\5390.jpg
29250,Sports Shoes,data/subset_train\Sports_Shoes\29250.jpg
5398,Sports Shoes,data/subset_train\Sports_Shoes\5398.jpg
32178,Sports Shoes,data/subset_train\Sports_Shoes\32178.jpg
4657,Sports Shoes,data/subset_train\Sports_Shoes\4657.jpg
24416,Sports Shoes,data/subset_train\Sports_Shoes\24416.jpg
39635,Sports Shoes,data/subset_train\Sports_Shoes\39635.jpg
10110,Sports Shoes,data/subset_train\Sports_Shoes\10110.jpg
8085,Sports Shoes,data/subset_train\Sports_Shoes\8085.jpg
12954,Sports Shoes,data/subset_train\Sports_Shoes\12954.jpg
15314,Sports Shoes,data/subset_train\Sports_Shoes\15314.jpg
22699,Sports Shoes,data/subset_train\Sports_Shoes\22699.jpg
19307,Sports Shoes,data/subset_train\Sports_Shoes\19307.jpg
31944,Sports Shoes,data/subset_train\Sports_Shoes\31944.jpg
43349,Sports Shoes,data/subset_train\Sports_Shoes\43349.jpg
54539,Sports Shoes,data/subset_train\Sports_Shoes\54539.jpg
12691,Sports Shoes,data/subset_train\Sports_Shoes\12691.jpg
8091,Sports Shoes,data/subset_train\Sports_Shoes\8091.jpg
8075,Sports Shoes,data/subset_train\Sports_Shoes\8075.jpg
8344,Sports Shoes,data/subset_train\Sports_Shoes\8344.jpg
5408,Sports Shoes,data/subset_train\Sports_Shoes\5408.jpg
5375,Sports Shoes,data/subset_train\Sports_Shoes\5375.jpg
5373,Sports Shoes,data/subset_train\Sports_Shoes\5373.jpg
22713,Sports Shoes,data/subset_train\Sports_Shoes\22713.jpg
9396,Sports Shoes,data/subset_train\Sports_Shoes\9396.jpg
5726,Sports Shoes,data/subset_train\Sports_Shoes\5726.jpg
44227,Sports Shoes,data/subset_train\Sports_Shoes\44227.jpg
5471,Sports Shoes,data/subset_train\Sports_Shoes\5471.jpg
25477,Sports Shoes,data/subset_train\Sports_Shoes\25477.jpg
25410,Sports Shoes,data/subset_train\Sports_Shoes\25410.jpg
13198,Sports Shoes,data/subset_train\Sports_Shoes\13198.jpg
4151,Sports Shoes,data/subset_train\Sports_Shoes\4151.jpg
34733,Sports Shoes,data/subset_train\Sports_Shoes\34733.jpg
31684,Sports Shoes,data/subset_train\Sports_Shoes\31684.jpg
24419,Sports Shoes,data/subset_train\Sports_Shoes\24419.jpg
17739,Sports Shoes,data/subset_train\Sports_Shoes\17739.jpg
3239,Sports Shoes,data/subset_train\Sports_Shoes\3239.jpg
20886,Sports Shoes,data/subset_train\Sports_Shoes\20886.jpg
2967,Sports Shoes,data/subset_train\Sports_Shoes\2967.jpg
22952,Sports Shoes,data/subset_train\Sports_Shoes\22952.jpg
42984,Sports Shoes,data/subset_train\Sports_Shoes\42984.jpg
26374,Sports Shoes,data/subset_train\Sports_Shoes\26374.jpg
25418,Sports Shoes,data/subset_train\Sports_Shoes\25418.jpg
4642,Sports Shoes,data/subset_train\Sports_Shoes\4642.jpg
8974,Sports Shoes,data/subset_train\Sports_Shoes\8974.jpg
29241,Sports Shoes,data/subset_train\Sports_Shoes\29241.jpg
14334,Sports Shoes,data/subset_train\Sports_Shoes\14334.jpg
33827,Sports Shoes,data/subset_train\Sports_Shoes\33827.jpg
1827,Sports Shoes,data/subset_train\Sports_Shoes\1827.jpg
13166,Sports Shoes,data/subset_train\Sports_Shoes\13166.jpg
23941,Sports Shoes,data/subset_train\Sports_Shoes\23941.jpg
44232,Sports Shoes,data/subset_train\Sports_Shoes\44232.jpg
24424,Sports Shoes,data/subset_train\Sports_Shoes\24424.jpg
39910,Sports Shoes,data/subset_train\Sports_Shoes\39910.jpg
53874,Sports Shoes,data/subset_train\Sports_Shoes\53874.jpg
26612,Sports Shoes,data/subset_train\Sports_Shoes\26612.jpg
38674,Sports Shoes,data/subset_train\Sports_Shoes\38674.jpg
43001,Sports Shoes,data/subset_train\Sports_Shoes\43001.jpg
9134,Sports Shoes,data/subset_train\Sports_Shoes\9134.jpg
3303,Sports Shoes,data/subset_train\Sports_Shoes\3303.jpg
38665,Sports Shoes,data/subset_train\Sports_Shoes\38665.jpg
59015,Sports Shoes,data/subset_train\Sports_Shoes\59015.jpg
35425,Sports Shoes,data/subset_train\Sports_Shoes\35425.jpg
5241,Sports Shoes,data/subset_train\Sports_Shoes\5241.jpg
5350,Sports Shoes,data/subset_train\Sports_Shoes\5350.jpg
5348,Sports Shoes,data/subset_train\Sports_Shoes\5348.jpg
8093,Sports Shoes,data/subset_train\Sports_Shoes\8093.jpg
17844,Sports Shoes,data/subset_train\Sports_Shoes\17844.jpg
4342,Sports Shoes,data/subset_train\Sports_Shoes\4342.jpg
31209,Sports Shoes,data/subset_train\Sports_Shoes\31209.jpg
5568,Sports Shoes,data/subset_train\Sports_Shoes\5568.jpg
14345,Sports Shoes,data/subset_train\Sports_Shoes\14345.jpg
4445,Sports Shoes,data/subset_train\Sports_Shoes\4445.jpg
42989,Sports Shoes,data/subset_train\Sports_Shoes\42989.jpg
42995,Sports Shoes,data/subset_train\Sports_Shoes\42995.jpg
26649,Sports Shoes,data/subset_train\Sports_Shoes\26649.jpg
34654,Sports Shoes,data/subset_train\Sports_Shoes\34654.jpg
46090,Sports Shoes,data/subset_train\Sports_Shoes\46090.jpg
5038,Sports Shoes,data/subset_train\Sports_Shoes\5038.jpg
43360,Sports Shoes,data/subset_train\Sports_Shoes\43360.jpg
34831,Sports Shoes,data/subset_train\Sports_Shoes\34831.jpg
34735,Sports Shoes,data/subset_train\Sports_Shoes\34735.jpg
4638,Sports Shoes,data/subset_train\Sports_Shoes\4638.jpg
39634,Sports Shoes,data/subset_train\Sports_Shoes\39634.jpg
34817,Sports Shoes,data/subset_train\Sports_Shoes\34817.jpg
1636,Sports Shoes,data/subset_train\Sports_Shoes\1636.jpg
13915,Sports Shoes,data/subset_train\Sports_Shoes\13915.jpg
18419,Sports Shoes,data/subset_train\Sports_Shoes\18419.jpg
5577,Sports Shoes,data/subset_train\Sports_Shoes\5577.jpg
43341,Sports Shoes,data/subset_train\Sports_Shoes\43341.jpg
9395,Sports Shoes,data/subset_train\Sports_Shoes\9395.jpg
44235,Sports Shoes,data/subset_train\Sports_Shoes\44235.jpg
5379,Sports Shoes,data/subset_train\Sports_Shoes\5379.jpg
4562,Sports Shoes,data/subset_train\Sports_Shoes\4562.jpg
15745,Sports Shoes,data/subset_train\Sports_Shoes\15745.jpg
43002,Sports Shoes,data/subset_train\Sports_Shoes\43002.jpg
26620,Sports Shoes,data/subset_train\Sports_Shoes\26620.jpg
22983,Sports Shoes,data/subset_train\Sports_Shoes\22983.jpg
22491,Sports Shoes,data/subset_train\Sports_Shoes\22491.jpg
9014,Sports Shoes,data/subset_train\Sports_Shoes\9014.jpg
15723,Sports Shoes,data/subset_train\Sports_Shoes\15723.jpg
35712,Sports Shoes,data/subset_train\Sports_Shoes\35712.jpg
36219,Sports Shoes,data/subset_train\Sports_Shoes\36219.jpg
10037,Sports Shoes,data/subset_train\Sports_Shoes\10037.jpg
4470,Sports Shoes,data/subset_train\Sports_Shoes\4470.jpg
10126,Sports Shoes,data/subset_train\Sports_Shoes\10126.jpg
6667,Sports Shoes,data/subset_train\Sports_Shoes\6667.jpg
12971,Sports Shoes,data/subset_train\Sports_Shoes\12971.jpg
36447,Sports Shoes,data/subset_train\Sports_Shoes\36447.jpg
35932,Sports Shoes,data/subset_train\Sports_Shoes\35932.jpg
18905,Sports Shoes,data/subset_train\Sports_Shoes\18905.jpg
15415,Sports Shoes,data/subset_train\Sports_Shoes\15415.jpg
4569,Sports Shoes,data/subset_train\Sports_Shoes\4569.jpg
26614,Sports Shoes,data/subset_train\Sports_Shoes\26614.jpg
34649,Sports Shoes,data/subset_train\Sports_Shoes\34649.jpg
5352,Sports Shoes,data/subset_train\Sports_Shoes\5352.jpg
31978,Sports Shoes,data/subset_train\Sports_Shoes\31978.jpg
19938,Sports Shoes,data/subset_train\Sports_Shoes\19938.jpg
44612,Sports Shoes,data/subset_train\Sports_Shoes\44612.jpg
22542,Sports Shoes,data/subset_train\Sports_Shoes\22542.jpg
35428,Sports Shoes,data/subset_train\Sports_Shoes\35428.jpg
9203,Sports Shoes,data/subset_train\Sports_Shoes\9203.jpg
24455,Sports Shoes,data/subset_train\Sports_Shoes\24455.jpg
35777,Sports Shoes,data/subset_train\Sports_Shoes\35777.jpg
5582,Sports Shoes,data/subset_train\Sports_Shoes\5582.jpg
3660,Sports Shoes,data/subset_train\Sports_Shoes\3660.jpg
54524,Sports Shoes,data/subset_train\Sports_Shoes\54524.jpg
9105,Sports Shoes,data/subset_train\Sports_Shoes\9105.jpg
25415,Sports Shoes,data/subset_train\Sports_Shoes\25415.jpg
6745,Sports Shoes,data/subset_train\Sports_Shoes\6745.jpg
5248,Sports Shoes,data/subset_train\Sports_Shoes\5248.jpg
1841,Sports Shoes,data/subset_train\Sports_Shoes\1841.jpg
1787,Sports Shoes,data/subset_train\Sports_Shoes\1787.jpg
4044,Sports Shoes,data/subset_train\Sports_Shoes\4044.jpg
22711,Sports Shoes,data/subset_train\Sports_Shoes\22711.jpg
1784,Sports Shoes,data/subset_train\Sports_Shoes\1784.jpg
9398,Sports Shoes,data/subset_train\Sports_Shoes\9398.jpg
17845,Sports Shoes,data/subset_train\Sports_Shoes\17845.jpg
51741,Sports Shoes,data/subset_train\Sports_Shoes\51741.jpg
12959,Sports Shoes,data/subset_train\Sports_Shoes\12959.jpg
10088,Sports Shoes,data/subset_train\Sports_Shoes\10088.jpg
7741,Sports Shoes,data/subset_train\Sports_Shoes\7741.jpg
5365,Sports Shoes,data/subset_train\Sports_Shoes\5365.jpg
10078,Sports Shoes,data/subset_train\Sports_Shoes\10078.jpg
29257,Sports Shoes,data/subset_train\Sports_Shoes\29257.jpg
12849,Dresses,data/subset_train\Dresses\12849.jpg
34473,Dresses,data/subset_train\Dresses\34473.jpg
7306,Dresses,data/subset_train\Dresses\7306.jpg
46271,Dresses,data/subset_train\Dresses\46271.jpg
26934,Dresses,data/subset_train\Dresses\26934.jpg
48486,Dresses,data/subset_train\Dresses\48486.jpg
43515,Dresses,data/subset_train\Dresses\43515.jpg
46281,Dresses,data/subset_train\Dresses\46281.jpg
57042,Dresses,data/subset_train\Dresses\57042.jpg
41140,Dresses,data/subset_train\Dresses\41140.jpg
57049,Dresses,data/subset_train\Dresses\57049.jpg
8483,Dresses,data/subset_train\Dresses\8483.jpg
41784,Dresses,data/subset_train\Dresses\41784.jpg
38828,Dresses,data/subset_train\Dresses\38828.jpg
59970,Dresses,data/subset_train\Dresses\59970.jpg
35989,Dresses,data/subset_train\Dresses\35989.jpg
34586,Dresses,data/subset_train\Dresses\34586.jpg
27226,Dresses,data/subset_train\Dresses\27226.jpg
58501,Dresses,data/subset_train\Dresses\58501.jpg
6870,Dresses,data/subset_train\Dresses\6870.jpg
59985,Dresses,data/subset_train\Dresses\59985.jpg
33226,Dresses,data/subset_train\Dresses\33226.jpg
31124,Dresses,data/subset_train\Dresses\31124.jpg
48466,Dresses,data/subset_train\Dresses\48466.jpg
59972,Dresses,data/subset_train\Dresses\59972.jpg
38830,Dresses,data/subset_train\Dresses\38830.jpg
58494,Dresses,data/subset_train\Dresses\58494.jpg
57995,Dresses,data/subset_train\Dresses\57995.jpg
57986,Dresses,data/subset_train\Dresses\57986.jpg
29167,Dresses,data/subset_train\Dresses\29167.jpg
25907,Dresses,data/subset_train\Dresses\25907.jpg
18169,Dresses,data/subset_train\Dresses\18169.jpg
39724,Dresses,data/subset_train\Dresses\39724.jpg
37929,Dresses,data/subset_train\Dresses\37929.jpg
59966,Dresses,data/subset_train\Dresses\59966.jpg
48525,Dresses,data/subset_train\Dresses\48525.jpg
36750,Dresses,data/subset_train\Dresses\36750.jpg
48483,Dresses,data/subset_train\Dresses\48483.jpg
49646,Dresses,data/subset_train\Dresses\49646.jpg
34598,Dresses,data/subset_train\Dresses\34598.jpg
49631,Dresses,data/subset_train\Dresses\49631.jpg
32581,Dresses,data/subset_train\Dresses\32581.jpg
58505,Dresses,data/subset_train\Dresses\58505.jpg
32576,Dresses,data/subset_train\Dresses\32576.jpg
48084,Dresses,data/subset_train\Dresses\48084.jpg
52130,Dresses,data/subset_train\Dresses\52130.jpg
25966,Dresses,data/subset_train\Dresses\25966.jpg
39227,Dresses,data/subset_train\Dresses\39227.jpg
44682,Dresses,data/subset_train\Dresses\44682.jpg
59986,Dresses,data/subset_train\Dresses\59986.jpg
18168,Dresses,data/subset_train\Dresses\18168.jpg
48468,Dresses,data/subset_train\Dresses\48468.jpg
26355,Dresses,data/subset_train\Dresses\26355.jpg
39232,Dresses,data/subset_train\Dresses\39232.jpg
38844,Dresses,data/subset_train\Dresses\38844.jpg
38998,Dresses,data/subset_train\Dresses\38998.jpg
48480,Dresses,data/subset_train\Dresses\48480.jpg
14197,Dresses,data/subset_train\Dresses\14197.jpg
27223,Dresses,data/subset_train\Dresses\27223.jpg
34167,Dresses,data/subset_train\Dresses\34167.jpg
52162,Dresses,data/subset_train\Dresses\52162.jpg
59795,Dresses,data/subset_train\Dresses\59795.jpg
34113,Dresses,data/subset_train\Dresses\34113.jpg
26927,Dresses,data/subset_train\Dresses\26927.jpg
58489,Dresses,data/subset_train\Dresses\58489.jpg
6874,Dresses,data/subset_train\Dresses\6874.jpg
31126,Dresses,data/subset_train\Dresses\31126.jpg
38997,Dresses,data/subset_train\Dresses\38997.jpg
40412,Dresses,data/subset_train\Dresses\40412.jpg
38838,Dresses,data/subset_train\Dresses\38838.jpg
41798,Dresses,data/subset_train\Dresses\41798.jpg
58425,Dresses,data/subset_train\Dresses\58425.jpg
51457,Dresses,data/subset_train\Dresses\51457.jpg
50698,Dresses,data/subset_train\Dresses\50698.jpg
52124,Dresses,data/subset_train\Dresses\52124.jpg
44944,Dresses,data/subset_train\Dresses\44944.jpg
6893,Dresses,data/subset_train\Dresses\6893.jpg
33997,Dresses,data/subset_train\Dresses\33997.jpg
38832,Dresses,data/subset_train\Dresses\38832.jpg
6868,Dresses,data/subset_train\Dresses\6868.jpg
43514,Dresses,data/subset_train\Dresses\43514.jpg
43302,Dresses,data/subset_train\Dresses\43302.jpg
18736,Dresses,data/subset_train\Dresses\18736.jpg
34015,Dresses,data/subset_train\Dresses\34015.jpg
40405,Dresses,data/subset_train\Dresses\40405.jpg
59981,Dresses,data/subset_train\Dresses\59981.jpg
5566,Dresses,data/subset_train\Dresses\5566.jpg
4984,Dresses,data/subset_train\Dresses\4984.jpg
34599,Dresses,data/subset_train\Dresses\34599.jpg
38843,Dresses,data/subset_train\Dresses\38843.jpg
43511,Dresses,data/subset_train\Dresses\43511.jpg
43680,Dresses,data/subset_train\Dresses\43680.jpg
32378,Dresses,data/subset_train\Dresses\32378.jpg
18754,Dresses,data/subset_train\Dresses\18754.jpg
57046,Dresses,data/subset_train\Dresses\57046.jpg
38842,Dresses,data/subset_train\Dresses\38842.jpg
59975,Dresses,data/subset_train\Dresses\59975.jpg
54972,Dresses,data/subset_train\Dresses\54972.jpg
41141,Dresses,data/subset_train\Dresses\41141.jpg
18895,Dresses,data/subset_train\Dresses\18895.jpg
59965,Dresses,data/subset_train\Dresses\59965.jpg
57041,Dresses,data/subset_train\Dresses\57041.jpg
57056,Dresses,data/subset_train\Dresses\57056.jpg
10360,Dresses,data/subset_train\Dresses\10360.jpg
47675,Dresses,data/subset_train\Dresses\47675.jpg
4934,Dresses,data/subset_train\Dresses\4934.jpg
57035,Dresses,data/subset_train\Dresses\57035.jpg
37266,Dresses,data/subset_train\Dresses\37266.jpg
43659,Dresses,data/subset_train\Dresses\43659.jpg
48475,Dresses,data/subset_train\Dresses\48475.jpg
26928,Dresses,data/subset_train\Dresses\26928.jpg
39234,Dresses,data/subset_train\Dresses\39234.jpg
47650,Dresses,data/subset_train\Dresses\47650.jpg
12837,Dresses,data/subset_train\Dresses\12837.jpg
8486,Dresses,data/subset_train\Dresses\8486.jpg
58492,Dresses,data/subset_train\Dresses\58492.jpg
